Win,Def.Rank,Def.Plays,Yards.Allowed,Yards.Play.Allowed,Off.TDs.Allowed,Total.TDs.Allowed,Yards.Per.Game.Allowed,First.Down.Def.Rank,Opp.First.Down.Runs,Opp.First.Down.Passes,Opp.First.Down.Penalties,Opp.First.Downs,X4rd.Down.Def.Rank,Opp.4th.Conversion,Opp.4th.Attempt,Opponent.4th.Percent,Interceptions.Thrown.x,Pass.Def.Rank,Opp.Completions.Allowed,Opp.Pass.Attempts,Opp.Pass.Yds.Allowed,Opp.Pass.TDs.Allowed,Yards.Attempt.Allowed,Yards.Completion.Allowed,Redzone.Def.Rank,Opp.Redzone.Attempts,Opp.Redzone.Rush.TD.Allowed,Opp.Redzone.Pass.Touchdowns.Allowed,Opp.Redzone.Field.Goals.Made,Opp.Redzone.Scores,Redzone.Points.Allowed,Rushing.Def.Rank,Opp.Rush.Attempts,Opp.Rush.Yards.Alloweed,Yds.Rush.Allowed,Opp.Rush.Touchdowns.Allowed,Rush.Yards.Per.Game.Allowed,Sack.Rank,Sacks,Sack.Yards,Average.Sacks.per.Game,Scoring.Def.Rank,Touchdowns.Allowed,Opponent.Extra.Points,X2.Point.Conversions.Allowed,Opp.Feild.Goals.Made,Opp.Safety,Points.Allowed,Avg.Points.per.Game.Allowed,Defensive.Points,Safety,Tackle.for.Loss.Rank,Solo.Tackle.For.Loss,Assist.Tackle.For.Loss,Tackle.for.Loss.Yards,Total.Tackle.For.Loss,Tackle.For.Loss.Per.Game,X3rd.Down.Def.Rank,Opp.3rd.Conversion,Opp.3rd.Attempt,Opponent.3rd.Percent,Turnover.Rank,Fumbles.Recovered,Opponents.Intercepted,Turnovers.Gain,,,,,,
9,924,4772,5.16,29,30,367.1,75,102,139,24,265,96,9,18,0.5,66,431,12,2794,7.04,11.4,18,214.9,69,34,13,6,10,29,0.853,48,110,405,1588,3.92,16,122.2,39,484,1834,3.79,15,141.1,75,29,2.23,25,30,26,269,99,0,0,15,0,315,24.2,67,5.2,86,171,76,191,0.398,90,28,5,12,17,11,0.85
10,892,4317,4.84,34,37,359.8,40,85,123,28,236,34,7,19,0.368,113,1136,6,2987,8.14,15.24,25,248.9,76,61,22,10,17,49,0.803,94,8,634,3169,5,30,264.1,21,457,1523,3.33,17,126.9,29,18,1.5,41,37,32,282,10,1,0,21,0,459,38.3,101,8.4,33,206,71,195,0.364,53,24,8,6,14,10,0.83
11,985,5539,5.62,42,46,395.6,99,122,130,30,282,89,15,27,0.556,111,1156,13,4186,8.53,13.55,26,299,82,59,19,15,9,43,0.729,4,39,543,2591,4.77,29,185.1,56,510,2221,4.35,20,158.6,71,30,2.14,60,46,43,366,35,1,0,12,0,456,32.6,84,6,55,190,74,207,0.357,43,25,14,13,27,-2,-0.14
8,855,4315,5.05,37,40,331.9,30,95,107,27,229,65,8,18,0.444,114,781,7,3121,7.11,12.69,24,240.1,25,44,12,11,13,36,0.818,64,41,498,2399,4.82,19,184.5,37,478,1800,3.77,21,138.5,11,14,1.08,45,40,33,318,58,2,0,17,0,379,29.2,96,7.4,91,193,65,188,0.346,60,18,12,7,19,-1,-0.08
9,949,5672,5.98,38,39,405.1,111,128,143,22,293,41,7,18,0.389,9,452,8,2608,7.18,12.54,23,186.3,81,59,17,22,14,53,0.898,97,30,480,2833,5.9,31,202.4,68,516,2366,4.59,18,169,15,17,1.21,34,39,35,318,38,0,0,21,0,453,32.4,73,5.2,41,176,83,191,0.435,61,28,4,8,12,16,1.14
4,832,5328,6.4,47,49,444,53,109,122,17,248,43,10,20,0.5,85,708,16,3538,6.46,11.06,20,294.8,97,47,14,9,16,39,0.83,48,70,479,1938,4.05,16,161.5,98,451,2360,5.23,28,196.7,104,32,2.67,98,49,46,386,75,1,1,22,1,329,27.4,67,5.6,67,224,51,164,0.311,65,12,8,16,24,-12,-1
11,916,4640,5.07,31,32,331.4,32,79,128,26,233,113,12,25,0.48,28,910,8,3431,7.98,12.04,28,245.1,70,54,21,15,12,48,0.889,2,53,533,2438,4.57,27,174.1,5,480,1455,3.03,8,103.9,19,18,1.29,15,32,30,266,29,0,0,14,0,470,33.6,95,6.8,10,199,66,211,0.313,48,20,9,8,17,3,0.21
7,919,4959,5.4,39,40,381.5,79,119,117,31,267,69,11,23,0.478,68,976,15,3273,7.23,12.49,21,251.8,40,45,12,12,13,37,0.822,91,98,461,1773,3.85,15,136.4,76,532,2270,4.27,18,174.6,33,20,1.54,58,40,39,335,93,1,0,19,0,326,25.1,102,7.8,50,198,74,193,0.383,57,18,7,15,22,-4,-0.31
4,834,4955,5.94,44,45,412.9,72,154,92,16,262,123,4,10,0.4,93,392,10,2084,6.53,11.58,11,173.7,3,35,12,7,9,28,0.8,118,112,413,1409,3.41,14,117.4,125,555,3015,5.43,29,251.3,113,35,2.92,83,45,38,349,117,0,0,14,0,238,19.8,61,5.1,119,163,75,166,0.452,103,15,8,10,18,-3,-0.25
7,916,4753,5.19,31,33,365.6,30,81,130,18,229,82,6,20,0.3,120,877,11,3365,6.74,11.29,18,258.8,108,47,20,9,8,37,0.787,54,95,507,1815,3.58,24,139.6,8,462,1389,3.01,14,106.8,103,34,2.62,29,33,30,276,53,0,0,11,1,383,29.5,82,6.3,84,226,54,199,0.271,33,26,7,11,18,8,0.62
7,943,5310,5.63,47,51,408.5,66,108,127,21,256,69,8,12,0.667,90,963,12,3266,7.27,12.91,22,251.2,85,56,22,13,13,48,0.857,121,77,506,2023,4,26,155.6,70,530,2221,4.19,19,170.8,75,29,2.23,87,51,48,399,34,0,0,18,1,425,32.7,89,6.8,85,205,67,193,0.347,85,22,7,12,19,3,0.23
2,852,5267,6.18,42,48,438.9,55,89,148,12,249,127,4,16,0.25,108,685,10,2468,6.6,11.48,15,205.7,126,37,9,9,10,28,0.757,73,101,480,1609,3.35,11,134.1,40,455,1700,3.74,21,141.7,118,36,3,105,48,45,403,122,0,0,10,0,207,17.3,56,4.7,107,181,61,169,0.361,77,9,14,10,24,-15,-1.25
6,998,5769,5.78,49,52,443.8,125,107,172,37,316,96,15,24,0.625,124,831,12,4338,8.02,12.29,35,333.7,122,62,15,18,10,43,0.694,58,93,459,1832,3.99,19,140.9,62,488,2101,4.31,16,161.6,75,29,2.23,100,52,49,419,23,0,0,12,0,446,34.3,54,4.2,25,193,83,197,0.421,78,29,6,12,18,11,0.85
11,958,5390,5.63,47,48,385,101,121,129,34,284,89,11,26,0.423,50,1020,9,3919,9.26,14.68,28,279.9,44,67,24,12,21,57,0.851,60,29,558,2856,5.12,32,204,81,518,2490,4.81,27,177.9,36,22,1.57,61,48,43,367,16,2,1,25,0,509,36.4,75,5.4,77,179,67,195,0.344,24,20,10,9,19,1,0.07
11,916,4381,4.78,27,30,337,53,93,136,19,248,26,14,30,0.467,79,1053,7,3505,7.62,11.96,19,269.6,75,55,23,12,10,45,0.818,1,84,412,1937,4.7,30,149,7,479,1374,2.87,7,105.7,13,15,1.15,11,30,23,240,43,3,0,11,0,410,31.5,112,8.6,39,175,81,208,0.389,111,26,12,7,19,7,0.54
5,783,5233,6.68,45,47,436.1,46,120,109,13,242,21,11,23,0.478,7,587,6,1920,7.97,14.12,12,160,68,36,18,4,9,31,0.861,15,20,575,2778,4.83,31,231.5,111,464,2525,5.44,26,210.4,60,24,2,84,47,45,350,74,1,0,9,0,330,27.5,58,4.8,64,163,67,151,0.444,13,19,5,6,11,8,0.67
2,868,6347,7.31,56,58,528.9,111,142,128,23,293,32,8,17,0.471,57,747,8,2077,7.11,13.31,6,173.1,111,43,31,1,6,38,0.884,77,14,592,2967,5.01,36,247.3,127,543,3180,5.86,32,265,73,26,2.17,120,58,50,450,54,0,1,12,0,352,29.3,58,4.8,34,190,70,158,0.443,107,14,5,8,13,1,0.08
8,882,4753,5.39,37,39,365.6,63,110,113,31,254,116,9,19,0.474,105,868,5,2347,6.86,11.34,16,180.5,22,48,24,10,9,43,0.896,36,45,530,2381,4.49,27,183.2,79,494,2287,4.63,19,175.9,43,23,1.77,55,39,30,333,72,2,0,13,1,361,27.8,84,6.5,18,185,68,187,0.364,93,19,10,5,15,4,0.31
13,969,5563,5.74,40,43,427.9,98,110,141,29,280,69,15,31,0.484,61,1589,9,4313,10.17,15.03,38,331.8,115,71,34,16,10,60,0.845,79,33,500,2583,5.17,39,198.7,59,498,2078,4.17,16,159.8,5,13,1,52,43,36,329,1,1,0,13,1,627,48.2,76,5.8,15,165,82,201,0.408,105,32,6,9,15,17,1.31
6,1004,6288,6.26,54,58,483.7,127,165,112,43,320,17,12,25,0.48,115,1172,10,4478,8.35,13.25,31,344.5,31,53,17,17,12,46,0.868,108,115,396,1474,3.72,19,113.4,129,649,3736,5.76,35,287.4,75,29,2.23,116,58,55,476,37,2,0,17,0,422,32.5,77,5.9,52,182,71,185,0.384,124,13,12,10,22,-9,-0.69
3,920,6228,6.77,60,61,519,120,114,173,21,308,103,10,23,0.435,96,509,11,3230,7.67,12.62,18,269.2,129,42,13,9,9,31,0.738,91,87,486,1752,3.6,17,146,86,447,2221,4.97,26,185.1,113,35,2.92,121,61,57,455,102,1,0,12,1,283,23.6,65,5.4,65,191,85,179,0.475,75,11,8,11,19,-8,-0.67
5,878,5504,6.27,48,49,458.7,107,158,116,14,288,34,14,26,0.538,76,1072,9,2243,7.5,13.85,10,186.9,58,50,21,6,16,43,0.86,32,18,528,2882,5.46,29,240.2,122,530,2872,5.42,32,239.3,60,24,2,93,49,44,381,61,1,0,22,0,346,28.8,53,4.4,58,172,70,160,0.438,37,19,6,9,15,4,0.33
7,868,4399,5.07,31,33,338.4,28,87,117,23,227,43,6,11,0.545,92,657,14,3242,7.59,12.42,18,249.4,43,63,21,12,22,55,0.873,89,65,526,2132,4.05,22,164,27,427,1707,4,14,131.3,118,39,3,39,33,29,301,52,1,0,30,0,384,29.5,65,5,99,176,73,193,0.378,15,27,12,14,26,1,0.08
6,1002,5185,5.17,37,43,398.8,92,147,108,21,276,64,12,26,0.462,21,653,13,2938,6.75,11.57,17,226,19,40,14,6,15,35,0.875,54,56,485,2228,4.59,24,171.4,115,626,2813,4.49,20,216.4,72,28,2.15,67,43,40,350,51,0,0,19,0,392,30.2,66,5.1,106,201,75,211,0.355,120,29,11,13,24,5,0.38
0,859,5359,6.24,56,60,446.6,103,148,117,20,285,86,11,17,0.647,5,186,14,1619,4.91,10.79,7,134.9,48,20,9,4,2,15,0.75,124,126,346,1147,3.32,9,95.6,119,520,2812,5.41,32,234.3,68,25,2.08,118,60,56,441,129,0,0,3,0,141,11.8,55,4.6,128,160,84,162,0.519,112,14,6,14,20,-6,-0.5
6,636,3166,4.98,23,24,287.8,1,76,75,15,166,46,6,15,0.4,41,706,7,2231,7.22,11.68,15,202.8,2,34,7,7,14,28,0.824,6,40,445,2030,4.56,11,184.5,22,375,1405,3.75,10,127.7,85,26,2.36,8,24,22,187,103,0,0,20,0,259,23.5,73,6.6,48,154,46,132,0.348,9,22,11,7,18,4,0.36
5,807,4717,5.85,46,48,393.1,58,125,99,26,250,86,9,17,0.529,82,350,10,2923,7.25,12.6,27,243.6,26,37,11,19,1,31,0.838,98,120,348,1286,3.7,14,107.2,100,479,2382,4.97,30,198.5,38,19,1.58,89,48,47,376,95,0,0,3,0,295,24.6,75,6.3,47,168,62,166,0.373,82,9,4,10,14,-5,-0.42
6,879,4746,5.4,43,49,365.1,51,125,101,19,245,109,15,26,0.577,116,856,11,3233,6.23,10.78,25,248.7,7,33,9,9,8,26,0.788,9,127,389,1216,3.13,10,93.5,101,557,2591,4.65,25,199.3,86,31,2.38,78,49,44,369,106,1,0,8,1,293,22.5,70,5.4,74,209,69,188,0.367,54,18,8,11,19,-1,-0.08
9,820,4151,5.06,23,24,319.3,7,83,101,16,200,100,10,23,0.435,17,288,9,3113,7.56,12.71,21,239.5,33,57,18,11,15,44,0.772,7,54,584,2254,3.86,19,173.4,15,462,1554,3.36,7,119.5,43,23,1.77,4,24,24,192,69,0,0,18,0,366,28.2,101,7.8,57,211,49,187,0.262,12,19,5,9,14,5,0.38
8,1069,5945,5.56,44,45,457.3,121,130,166,17,313,34,17,33,0.515,78,1030,7,3599,8.45,13.43,33,276.8,118,56,17,18,18,53,0.946,77,37,537,2456,4.57,22,188.9,88,547,2415,4.41,24,185.8,33,20,1.54,76,45,40,368,21,0,0,21,1,459,35.3,106,8.2,68,194,90,226,0.398,119,21,6,7,13,8,0.62
10,876,3874,4.42,21,24,298,18,93,115,11,219,69,13,20,0.65,25,1218,5,2889,8.3,12.04,19,222.2,32,60,28,12,10,50,0.833,85,44,473,2382,5.04,37,183.2,4,459,1311,2.86,11,100.8,33,20,1.54,5,24,23,209,17,1,0,13,0,471,36.2,86,6.6,19,152,76,201,0.378,96,24,6,5,11,13,1
9,820,4203,5.13,37,41,323.3,16,102,93,18,213,55,8,19,0.421,107,1039,20,4769,6.69,9.79,37,366.8,9,54,7,26,14,47,0.87,104,128,303,884,2.92,8,68,47,469,1981,4.22,26,152.4,124,44,3.38,58,41,40,335,50,0,0,20,0,394,30.3,103,7.9,43,202,49,172,0.285,17,28,11,20,31,-3,-0.23
7,944,5792,6.14,50,50,445.5,95,121,126,32,279,3,18,25,0.72,43,884,14,4021,8.36,13.68,37,309.3,90,53,16,20,10,46,0.868,79,83,460,1954,4.25,18,150.3,103,539,2654,4.92,26,204.2,25,19,1.46,90,50,46,409,22,3,0,11,0,449,34.5,86,6.6,111,185,65,195,0.333,116,19,12,14,26,-7,-0.54
6,888,4903,5.52,38,42,377.2,58,111,126,13,250,103,6,12,0.5,52,722,10,4355,7.55,11.43,27,335,40,50,16,15,6,37,0.74,109,129,391,791,2.02,15,60.8,69,500,2214,4.43,27,170.3,126,48,3.69,66,42,41,349,89,2,0,10,0,331,25.5,69,5.3,29,193,83,191,0.435,81,15,13,10,23,-8,-0.62
6,806,4542,5.64,45,47,378.5,23,98,104,22,224,34,5,8,0.625,33,1044,8,1978,6.73,11.5,19,164.8,62,51,19,12,12,43,0.843,85,21,562,2697,4.8,26,224.8,53,443,1873,4.23,27,156.1,47,22,1.83,81,47,43,348,25,2,0,15,0,407,33.9,80,6.7,70,177,64,168,0.381,50,26,10,8,18,8,0.67
13,831,3669,4.42,18,21,262.1,5,79,97,20,196,10,11,17,0.647,38,565,15,2689,8.27,13.18,25,192.1,5,62,19,22,12,53,0.855,5,23,629,3121,4.96,28,222.9,3,436,1378,3.16,7,98.4,29,21,1.5,3,21,21,195,28,1,0,16,2,473,33.8,89,6.4,4,185,55,189,0.291,2,29,9,15,24,5,0.36
8,933,4358,4.67,27,27,335.2,49,128,98,18,244,20,15,26,0.577,67,682,8,2304,6.62,11.82,18,177.2,13,34,12,9,12,33,0.971,21,117,446,1414,3.17,13,108.8,60,599,2084,3.48,16,160.3,60,26,2,9,27,27,228,104,0,0,15,1,305,23.5,91,7,113,181,75,205,0.366,109,38,6,8,14,24,1.85
5,732,4331,5.92,40,42,360.9,8,76,121,12,209,30,8,18,0.444,11,550,5,1576,9.38,16.95,10,131.3,84,46,28,6,8,42,0.913,69,3,714,3402,4.76,33,283.5,16,406,1403,3.46,17,116.9,2,7,0.58,56,42,37,309,55,3,0,10,2,363,30.3,69,5.8,49,169,64,153,0.418,4,14,10,5,15,-1,-0.08
4,898,4657,5.19,37,41,388.1,60,127,111,18,256,128,12,24,0.5,110,420,14,2390,6.39,12.78,16,199.2,27,21,3,9,8,20,0.952,44,125,390,1143,2.93,5,95.3,99,531,2364,4.45,24,197,106,34,2.83,67,41,39,326,124,0,0,16,0,227,18.9,81,6.8,128,169,70,189,0.37,104,21,12,14,26,-5,-0.42
14,981,4793,4.89,33,35,319.5,53,93,131,29,253,97,11,24,0.458,53,825,8,4854,11.08,16.13,52,323.6,33,79,31,23,11,65,0.823,6,42,571,2976,5.21,33,198.4,19,516,1819,3.53,11,121.3,8,15,1,12,35,34,271,3,0,0,15,2,684,45.6,107,7.1,3,165,76,222,0.342,52,21,7,8,15,6,0.4
11,845,3744,4.43,20,21,288,7,91,98,19,208,38,6,22,0.273,124,799,12,2478,7.77,12.64,27,190.6,5,54,21,17,8,46,0.852,36,14,540,3125,5.79,31,240.4,21,475,1637,3.45,12,125.9,21,18,1.38,4,21,21,201,17,0,0,12,1,485,37.3,86,6.6,44,169,59,186,0.317,45,23,5,12,17,6,0.46
5,904,5184,5.73,51,52,432,102,102,146,36,284,74,17,28,0.607,72,231,10,3063,7.87,14.18,29,255.3,120,45,10,13,15,38,0.844,21,32,492,2429,4.94,14,202.4,64,464,1950,4.2,24,162.5,33,20,1.67,98,52,48,391,42,0,0,19,2,376,31.3,76,6.3,27,181,76,185,0.411,100,15,9,10,19,-4,-0.33
7,921,5257,5.71,37,40,404.4,110,129,137,26,292,3,9,14,0.643,101,514,7,3025,7.62,12.25,20,232.7,71,49,20,9,14,43,0.878,93,50,502,2392,4.76,26,184,74,513,2217,4.32,17,170.5,14,16,1.23,53,40,37,332,58,1,0,18,0,389,29.9,87,6.7,46,180,77,185,0.416,75,21,4,7,11,10,0.77
2,827,4958,6,47,53,413.2,68,116,119,24,259,120,7,15,0.467,71,608,18,2307,6.24,11.42,17,192.3,87,37,8,8,15,31,0.838,59,98,440,1721,3.91,11,143.4,70,480,2014,4.2,25,167.8,97,32,2.67,108,53,49,417,113,0,0,19,0,260,21.7,69,5.8,125,168,59,154,0.383,67,16,8,18,26,-10,-0.83
8,862,4804,5.57,44,45,369.5,21,119,88,25,232,64,11,22,0.5,6,803,10,3659,7.75,12.08,28,281.5,11,50,16,14,9,39,0.78,27,49,508,2402,4.73,18,184.8,91,524,2493,4.76,21,191.8,43,24,1.85,54,45,39,333,54,3,0,14,2,394,30.3,100,7.7,57,200,67,187,0.358,59,20,6,10,16,4,0.31
11,688,3842,5.58,29,30,295.5,4,78,107,19,204,1,15,30,0.5,56,912,3,1041,10.62,20.02,7,80.1,21,58,40,2,9,51,0.879,20,2,824,4062,4.93,47,312.5,10,360,1388,3.86,12,106.8,1,3,0.23,10,30,23,230,36,0,0,9,0,426,32.8,66,5.1,1,196,34,128,0.266,1,18,5,3,8,10,0.77
8,897,4620,5.15,25,26,355.4,45,95,122,30,247,74,8,21,0.381,39,311,5,2892,7.57,12.41,21,222.5,58,53,22,10,11,43,0.811,64,68,512,2177,4.25,25,167.5,32,475,1767,3.72,9,135.9,39,23,1.77,14,26,25,249,47,0,0,15,1,402,30.9,96,7.4,90,179,68,196,0.347,99,22,8,5,13,9,0.69
4,913,5403,5.92,49,51,450.3,112,146,125,25,296,30,10,20,0.5,51,662,12,3035,6.38,10.54,17,252.9,48,42,15,13,7,35,0.833,96,83,448,1868,4.17,20,155.7,119,560,2878,5.14,36,239.8,67,27,2.25,96,51,48,389,100,0,0,11,0,290,24.2,65,5.4,36,190,71,166,0.428,106,18,10,12,22,-4,-0.33
7,852,5532,6.49,50,51,425.5,79,116,127,24,267,38,8,15,0.533,87,580,13,3770,7.76,12.74,22,290,83,55,20,12,9,41,0.745,122,65,502,2198,4.38,25,169.1,84,440,2385,5.42,25,183.5,111,39,3,91,51,47,412,62,1,0,15,0,384,29.5,69,5.3,29,184,78,177,0.441,18,10,6,13,19,-9,-0.69
10,820,4627,5.64,33,35,355.9,21,91,123,18,232,26,14,23,0.609,50,561,8,3796,8.25,12.25,31,292,70,49,19,12,10,41,0.837,49,66,519,2178,4.2,24,167.5,20,438,1598,3.65,16,122.9,85,32,2.46,30,35,32,287,20,0,0,12,0,460,35.4,82,6.3,2,202,51,164,0.311,10,24,5,8,13,11,0.85
7,935,4834,5.17,36,41,402.8,63,103,135,19,257,74,14,28,0.5,80,907,9,2583,7.66,13.25,25,215.3,96,41,18,10,5,33,0.805,36,48,558,2269,4.07,23,189.1,53,493,1859,3.77,19,154.9,47,23,1.92,55,41,38,308,38,1,0,6,0,384,32,80,6.7,114,186,74,198,0.374,110,26,10,9,19,7,0.58
3,834,5377,6.45,63,66,448.1,93,175,78,26,279,74,18,25,0.72,23,652,13,2864,7.07,11.46,29,238.7,6,35,5,18,5,28,0.8,92,117,417,1399,3.35,9,116.6,127,572,3366,5.88,42,280.5,82,29,2.42,124,66,62,480,98,3,0,6,0,292,24.3,39,3.3,66,177,71,158,0.449,80,14,9,13,22,-8,-0.67
10,949,4975,5.24,46,48,355.4,50,128,107,17,252,37,21,32,0.656,96,683,13,3155,7.53,13.72,28,225.4,31,66,29,14,7,50,0.758,49,47,585,2648,4.53,36,189.1,62,545,2256,4.14,22,161.1,11,15,1.07,58,48,46,363,29,2,0,10,0,484,34.6,78,5.6,38,198,77,206,0.374,33,24,7,13,20,4,0.29
7,891,4213,4.73,35,37,324.1,24,98,120,19,237,101,14,24,0.583,13,640,7,2753,7.38,11.67,18,211.8,29,52,24,12,8,44,0.846,77,89,483,1991,4.12,27,153.2,27,461,1691,3.67,22,130.1,66,29,2.23,24,37,33,278,78,1,0,11,0,354,27.2,57,4.4,89,168,71,190,0.374,48,18,10,7,17,1,0.08
7,898,4123,4.59,26,32,317.2,18,106,103,18,227,19,12,22,0.545,97,510,20,2421,5.72,9.53,16,186.2,9,39,9,10,9,28,0.718,117,80,487,2045,4.2,13,157.3,40,511,1847,3.61,13,142.1,105,36,2.77,22,32,29,265,115,0,0,12,1,280,21.5,77,5.9,106,192,69,199,0.347,53,28,11,20,31,-3,-0.23
1,860,4264,4.96,39,42,355.3,40,123,93,29,245,99,7,16,0.438,63,516,18,1614,4.46,9.17,10,134.5,4,26,8,6,6,20,0.769,28,116,447,1442,3.23,8,120.2,104,554,2456,4.43,28,204.7,111,36,3,71,42,41,328,127,0,0,12,0,180,15,77,6.4,126,189,70,178,0.393,123,22,9,18,27,-5,-0.42
5,700,4048,5.78,37,42,337.3,2,64,116,17,197,127,5,17,0.294,94,440,8,2166,7.13,11.9,10,180.5,67,42,15,9,10,34,0.81,41,73,526,1951,3.71,18,162.6,9,368,1268,3.45,17,105.7,120,38,3.17,60,42,38,319,113,1,0,17,0,260,21.7,63,5.3,43,178,53,142,0.373,2,16,7,8,15,1,0.08
11,840,3946,4.7,28,28,303.5,3,64,102,34,200,90,8,26,0.308,111,799,7,2847,7.61,12.54,22,219,26,50,27,10,3,40,0.8,30,15,600,3113,5.19,38,239.5,13,435,1469,3.38,9,113,49,25,1.92,9,28,26,224,23,0,0,5,1,454,34.9,82,6.3,7,197,55,194,0.284,11,20,13,7,20,0,0
15,1023,4288,4.19,21,23,285.9,23,97,116,22,235,44,10,28,0.357,61,657,8,4185,8.24,12.76,37,279,24,75,34,23,9,66,0.88,4,10,568,3723,6.55,49,248.2,4,576,1444,2.51,8,96.3,12,17,1.13,1,23,20,197,4,0,0,12,0,664,44.3,136,9.1,20,202,68,239,0.285,95,24,9,8,17,7,0.47
5,741,5410,7.3,52,53,450.8,68,136,107,16,259,10,8,17,0.471,117,1047,7,2168,8.18,13.22,19,180.7,41,38,15,8,11,34,0.895,81,41,515,2384,4.63,21,198.7,120,451,2933,6.5,32,244.4,119,37,3.08,100,53,51,398,83,0,0,13,0,320,26.7,61,5.1,42,147,61,134,0.455,15,12,11,7,18,-6,-0.5
5,871,4563,5.24,35,39,380.3,38,99,117,28,244,112,12,22,0.545,21,457,12,2995,7.13,11.05,19,249.6,74,38,15,9,8,32,0.842,76,99,452,1716,3.8,21,143,44,467,1747,3.74,12,145.6,106,34,2.83,70,39,34,327,79,0,0,11,0,325,27.1,78,6.5,101,183,68,186,0.366,74,15,7,12,19,-4,-0.33
3,798,5423,6.8,50,56,451.9,78,133,115,17,265,68,7,14,0.5,93,435,16,3659,7.3,12.08,26,304.9,68,39,8,18,6,32,0.821,85,123,392,1267,3.23,8,105.6,113,494,2634,5.33,20,219.5,87,30,2.5,117,56,51,441,107,1,0,11,0,274,22.8,61,5.1,34,189,57,145,0.393,36,12,6,16,22,-10,-0.83
8,964,5314,5.51,44,48,408.8,84,134,124,14,272,107,11,25,0.44,44,845,10,3199,6.72,11.51,31,246.1,36,47,15,16,9,40,0.851,66,77,480,2075,4.32,19,159.6,105,546,2721,4.98,27,209.3,73,30,2.31,72,48,41,356,63,0,0,9,0,382,29.4,76,5.8,37,205,78,195,0.4,109,13,10,10,20,-7,-0.54
3,859,5278,6.14,53,58,439.8,35,96,130,17,243,60,9,16,0.563,88,280,15,3417,6.02,11.99,18,284.8,121,37,10,10,12,32,0.865,129,112,427,1556,3.64,13,129.7,73,475,2037,4.29,22,169.8,59,25,2.08,120,58,56,448,108,1,0,19,0,273,22.8,105,8.8,100,221,72,185,0.389,51,11,10,15,25,-14,-1.17
7,922,4599,4.99,31,34,353.8,40,135,81,29,245,87,12,29,0.414,18,503,4,2947,7.61,11.98,21,226.7,3,51,19,11,10,40,0.784,5,96,493,1890,3.83,23,145.4,102,580,2646,4.56,19,203.5,111,39,3,30,34,29,287,80,2,0,12,0,351,27,76,5.8,116,181,75,200,0.375,66,24,10,4,14,10,0.77
9,887,5022,5.66,39,42,386.3,110,147,116,29,292,15,15,23,0.652,36,426,8,3194,8.34,12.73,27,245.7,30,49,18,14,8,40,0.816,23,56,476,2286,4.8,27,175.8,92,514,2499,4.86,20,192.2,3,8,0.62,46,42,39,328,27,3,0,14,0,450,34.6,68,5.2,16,173,66,164,0.402,42,22,5,8,13,9,0.69
5,863,5129,5.94,49,52,427.4,92,114,142,22,278,59,8,20,0.4,4,599,15,2844,7.81,12.58,14,237,79,48,26,5,9,40,0.833,67,13,566,2902,5.13,35,241.8,89,484,2268,4.69,27,189,13,14,1.17,92,52,46,381,44,2,0,10,0,373,31.1,70,5.8,118,169,68,163,0.417,78,14,6,15,21,-7,-0.58
10,872,4463,5.12,29,30,343.3,20,105,99,27,231,55,9,23,0.391,41,663,6,2776,7.63,12.79,28,213.5,13,56,15,18,14,47,0.839,115,27,526,2771,5.27,23,213.2,65,492,2113,4.29,13,162.5,21,18,1.38,20,30,25,260,22,0,1,18,1,455,35,86,6.6,47,173,73,195,0.374,65,26,8,6,14,12,0.92
5,954,4996,5.24,46,47,416.3,73,102,135,25,262,74,11,28,0.393,123,305,13,3241,7.12,12.47,20,270.1,119,32,10,9,6,25,0.781,63,126,392,1093,2.79,11,91.1,48,503,1772,3.52,16,147.7,111,36,3,90,47,43,378,112,1,0,11,0,263,21.9,69,5.8,126,189,73,200,0.365,115,15,13,13,26,-11,-0.92
12,954,4503,4.72,23,23,321.6,48,106,124,19,249,5,14,27,0.519,54,1051,6,3740,8.5,12.43,26,267.1,23,57,26,15,10,51,0.895,1,86,501,2161,4.31,31,154.4,30,507,1851,3.65,8,132.2,6,12,0.86,3,23,19,198,26,1,0,14,0,485,34.6,70,5,25,184,73,215,0.34,41,26,8,6,14,12,0.86
10,851,4642,5.45,35,35,357.1,35,103,123,17,243,74,20,29,0.69,120,420,0,1027,8.78,14.67,10,79,54,42,26,4,9,39,0.929,97,7,643,3461,5.38,35,266.2,37,465,1827,3.93,21,140.5,25,19,1.46,25,35,30,280,52,2,0,19,1,396,30.5,63,4.8,69,157,69,179,0.385,27,27,5,0,5,22,1.69
11,890,4400,4.94,31,32,314.3,28,99,121,20,240,21,13,27,0.481,128,313,6,3165,8.89,13.13,34,226.1,12,60,20,20,14,54,0.9,106,16,567,3343,5.9,30,238.8,31,467,1876,4.02,18,134,24,20,1.43,15,32,28,269,14,0,0,19,0,530,37.9,65,4.6,10,162,65,191,0.34,35,17,8,6,14,3,0.21
2,760,5874,7.73,56,58,489.5,50,113,124,15,252,27,14,18,0.778,41,429,6,2481,7.05,11.99,15,206.8,80,37,14,11,7,32,0.865,69,62,463,2057,4.44,21,171.4,123,459,3012,6.56,30,251,59,25,2.08,121,58,52,449,103,2,0,9,0,287,23.9,43,3.6,54,161,74,150,0.493,44,10,12,6,18,-8,-0.67
