Opponent 3rd Percent,Opp Pass TDs Allowed,Yards/Pass Attempt Allowed,Pass Yards Per Game Allowed,Opp Redzone Scores,Yds/Rush Allowed,Opp Rush Touchdowns Allowed,Rush Yards Per Game Allowed,Average Sacks per Game,Opponents Intercepted,Def.Plays,Opp.Redzone.Scores,
0.321,16,6.13,195.9,29,2.94,13,105.1,1.57,13,5096,0.837,
0.38,23,7.47,238.4,43,4.38,24,156.5,1.86,8,5046,0.898,
0.388,19,7.59,268.6,39,3.61,23,140.7,1.85,17,4848,0.877,
0.454,19,7.53,223.5,40,4.63,30,204.2,1.67,8,6223,0.813,
0.415,18,7.45,214.2,51,5.35,29,245.3,2.67,8,5606,0.694,
0.333,25,6.73,240.6,38,3.47,19,128.5,1.92,15,3795,0.909,
0.532,29,8.28,237.3,58,5.49,35,235.8,1.5,7,5116,0.733,
0.349,13,6.12,211.5,27,3.42,14,118,2.23,10,5076,0.857,
0.406,24,7.8,254.2,26,4.2,14,142.4,2.58,9,5082,0.814,
0.359,21,7.22,242.5,34,3.53,10,132.9,2.54,10,4952,0.884,
0.486,20,8.41,233.3,46,5,30,192.6,2.42,3,5060,0.831,
0.384,19,7.2,216.8,46,4.59,21,181.8,1.5,12,4325,0.881,
0.39,14,6.98,178.7,25,3.75,17,135.8,2.38,14,4603,0.796,
0.454,25,7.75,213.9,58,5.41,40,285.4,2.77,6,5303,0.791,
0.429,26,8.88,269,43,4.95,33,207.7,1.77,12,4529,0.761,
0.426,21,7.58,265.9,43,4.23,15,151.8,2.08,8,4555,0.906,
0.398,14,6.68,226,39,3.79,15,141.1,2.23,14,5632,0.827,
0.364,17,6.42,232.8,27,3.33,17,126.9,1.5,20,5596,0.776,
0.357,22,6.99,237,37,4.35,20,158.6,2.14,16,5117,0.764,
0.346,16,6.67,193.5,35,3.77,21,138.5,1.08,9,5239,0.912,
0.435,20,7.64,236.1,41,4.59,18,169,1.21,18,3963,0.852,
0.311,19,7.79,247.3,26,5.23,28,196.7,2.67,4,5514,0.825,
0.313,23,7.31,227.5,25,3.03,8,103.9,1.29,13,5037,0.778,
0.383,21,6.95,206.8,46,4.27,18,174.6,1.54,10,4929,0.857,
0.452,15,6.95,161.7,45,5.43,29,251.3,2.92,5,3860,0.946,
0.271,17,7.41,258.8,35,3.01,14,106.8,2.62,16,5922,0.821,
0.347,28,7.48,237.6,49,4.19,19,170.8,2.23,10,5075,0.593,
0.361,21,8.98,297.3,43,3.74,21,141.7,3,0,6470,0.831,
0.421,33,7.19,282.2,50,4.31,16,161.6,2.23,14,5610,0.884,
0.344,20,6.59,207.1,38,4.81,27,177.9,1.57,15,5310,0.853,
0.389,20,6.88,231.3,27,2.87,7,105.7,1.15,17,4579,0.855,
0.444,19,8.49,225.7,29,5.44,26,210.4,2,13,4007,0.952,
0.443,24,9.74,263.9,45,5.86,32,265,2.17,7,4801,0.943,
0.364,18,6.36,189.7,32,4.63,19,175.9,1.77,14,5702,0.882,
0.408,24,7.4,268.1,34,4.17,16,159.8,1,20,4789,0.962,
0.384,19,7.19,196.3,61,5.76,35,287.4,2.23,8,6155,0.896,
0.475,34,8.47,333.9,46,4.97,26,185.1,2.92,6,4220,0.8,
0.438,16,7.56,219.3,50,5.42,32,239.3,2,7,5802,0.804,
0.378,17,6.1,207.1,38,4,14,131.3,3,14,5319,0.839,
0.355,17,6.31,182.5,35,4.49,20,216.4,2.15,13,5205,0.871,
0.519,24,7.51,212.3,47,5.41,32,234.3,2.08,6,4910,0.878,
0.348,13,6.75,160.1,18,3.75,10,127.7,2.36,13,5719,0.818,
0.373,16,7.12,194.6,35,4.97,30,198.5,1.58,7,5153,0.96,
0.367,18,6.69,165.8,32,4.65,25,199.3,2.38,15,4935,0.786,
0.262,16,7.25,199.8,21,3.36,7,119.5,1.77,13,5390,0.657,
0.398,20,6.76,271.5,45,4.41,24,185.8,1.54,14,6734,0.765,
0.378,10,6.15,197.2,24,2.86,11,100.8,1.54,15,5369,0.82,
0.285,11,6.33,170.9,36,4.22,26,152.4,3.38,15,4028,0.722,
0.333,24,7.75,241.4,51,4.92,26,204.2,1.46,11,5347,0.87,
0.435,11,6.93,206.8,39,4.43,27,170.3,3.69,10,3994,0.814,
0.381,18,7.35,222.4,36,4.23,27,156.1,1.83,10,4181,0.759,
0.291,11,5.8,163.6,25,3.16,7,98.4,1.5,20,5512,0.895,
0.366,11,6.81,174.9,26,3.48,16,160.3,2,20,3986,0.898,
0.444,22,7.43,241.3,28,5.05,27,224.7,2.17,8,5189,0.864,
0.307,15,5.85,197.9,58,2.01,5,63.9,1.6,16,3744,0.739,
0.333,12,5.97,203.8,41,3.94,15,125.9,1.23,20,4084,0.959,
0.526,34,7.73,275.2,31,4.7,27,194.2,2.33,8,4787,0.833,
0.358,33,8.84,357.4,43,4.9,25,163.1,3.42,9,4666,0.745,
0.448,12,7.77,221.2,46,5.91,39,205.5,2.69,10,5201,0.787,
0.356,15,6.73,219.5,40,3.57,13,143.4,2.15,11,5828,0.763,
0.38,14,6.55,170.2,42,3.88,17,121.2,0.77,17,5759,0.7,
0.348,14,6.39,229.2,47,3.74,8,132.8,1.46,11,4851,0.891,
0.451,27,7.99,319.7,43,4.46,15,150.6,1.58,7,4931,0.83,
0.415,17,7.26,230.2,45,4.21,30,200.7,2,12,4638,0.903,
0.315,28,7.02,205.6,32,3.34,15,108.5,2.15,12,4028,0.774,
0.448,32,8.63,273.3,36,4.56,28,190.9,2.08,9,4181,0.927,
0.462,15,7.67,181.5,22,5.09,29,253.3,1.92,5,5248,0.898,
0.373,17,7.64,252.2,52,3.4,14,112.8,2,21,3636,0.893,
0.472,30,7.46,245.4,47,6.15,32,272.8,1.33,11,4990,0.918,
0.418,33,7,222.9,29,4.64,15,169,2.92,13,5360,0.911,
0.419,29,7.5,309.8,35,4.24,24,143.4,2.08,16,4453,0.711,
0.479,18,7.2,233.3,30,4.05,17,189.6,2.17,17,5001,0.868,
0.281,13,5.65,181.9,64,3.7,20,129.6,1.33,20,4607,0.778,
0.327,18,5.74,193.6,52,4.07,14,148.9,2.21,15,5348,0.923,
0.397,21,8.93,239.8,33,4.48,19,174.9,2.58,10,4504,0.904,
0.429,17,7.96,224.3,34,5.42,34,228.5,2.58,5,4068,0.789,
0.419,25,7.48,265.2,51,4.34,23,167.5,1,11,5235,0.951,
0.429,22,7.73,235.8,38,5.22,26,198.8,2.58,6,4563,0.778,
0.473,24,9.07,268.4,33,5.48,37,245.4,2.08,10,5203,0.731,
0.348,8,5.89,148.5,30,3.85,16,144.5,2.15,16,3741,0.773,
0.339,18,7.11,221.1,55,3.64,19,128,2.77,15,5325,0.839,
0.327,16,7.76,229.5,34,4.5,21,167.1,1,9,5785,0.764,
0.368,14,7.05,183.8,38,3.97,24,143.7,1.85,15,4905,0.722,
0.391,8,5.88,173.9,23,4.31,25,206.8,1.42,11,4719,0.765,
0.492,14,6.87,229.4,35,4.73,24,172.2,1.23,11,4777,0.795,
0.342,19,6.81,219.5,55,2.91,16,100.2,2.85,7,5313,0.836,
0.423,31,8.23,283.5,51,4.23,17,144.8,1.92,17,4583,0.833,
0.446,11,7.24,185.9,24,4.62,35,219.2,1.67,7,5163,0.882,
0.329,17,6.85,219.7,35,3.76,20,160.4,2.23,13,5569,0.761,
0.35,18,6.53,201.4,36,3.96,10,149.8,2.31,9,4043,0.943,
0.448,25,7.32,234.8,38,4.98,23,218.2,2.67,9,4912,0.74,
0.356,26,7.39,219.8,27,5.17,27,236.4,2.25,10,4348,0.787,
0.374,26,7.48,272.7,57,3.74,11,115,1.92,16,5609,0.92,
0.398,16,6.69,196.8,27,4.24,24,189.8,2.83,12,4423,0.879,
0.444,20,7.61,206.1,36,5.15,25,228.2,2.15,13,5005,0.759,
0.447,22,8.2,220.1,31,5.73,31,260.3,1.58,6,5764,0.882,
0.371,18,7.4,249.9,41,3.43,19,129.2,2.77,10,5708,0.771,
0.455,33,7.79,274.7,59,3.91,27,146.2,2,9,5210,0.891,
0.315,29,6.55,207.1,63,3.1,7,115.2,3.62,15,4901,0.898,
0.323,9,6.5,197.2,33,3.28,7,117.3,1.58,9,4737,0.816,
0.4,21,8.18,253.7,28,5.01,28,202.3,2.33,8,4226,0.818,
0.375,19,7.01,212.3,32,4.76,31,214.8,3.77,5,4499,0.789,
0.404,27,7.91,259.6,32,4.71,23,193.1,3.75,4,5475,0.776,
0.38,20,6.56,249.7,44,5.03,28,204.9,2.69,16,5602,0.771,
0.386,17,6.23,213.8,44,3.43,10,131.8,1.92,8,5308,0.879,
0.408,15,6.65,208.8,33,4.01,21,144.4,3.23,14,3769,0.855,
0.21,11,5.65,142.5,62,3.22,9,119.2,1.69,13,5727,0.735,
0.423,19,7.45,206.2,34,4.14,21,158.7,2.25,8,5170,0.842,
0.386,24,6.64,250.8,55,4.48,37,198.7,1.08,11,5149,0.824,
0.388,22,6.16,230.9,49,3.38,12,117.8,1.31,9,5239,0.714,
0.411,33,7.75,281.5,41,4.76,17,177.5,1.38,14,5206,0.87,
0.443,17,7.09,246.8,38,5.26,28,232.8,1.17,15,4723,0.945,
0.535,29,8.61,254.1,62,4.61,23,179.9,1.64,7,5414,0.877,
0.349,16,6.75,244.2,40,3.33,18,108.6,1.31,10,4532,0.907,
0.374,16,6.65,215.8,37,4.44,22,147.8,1.15,16,5882,0.859,
0.469,23,8.41,252.4,34,5.34,31,244.3,3,13,4792,0.735,
0.426,11,7.16,180.8,46,4.48,28,227.3,1.54,1,4361,0.78,
0.477,20,7.35,200.2,33,5.3,31,239.5,3.31,14,5456,0.8,
0.378,25,7.23,250.7,41,4.63,24,200.8,0.67,14,4020,0.87,
0.365,13,6.95,265.2,31,3.78,20,139.2,3,16,4729,0.822,
0.39,14,7.53,196.4,40,4.14,23,182.4,2.33,8,1820,0.708,
0.387,25,7.32,255.8,49,2.95,12,104.4,1.36,15,2759,0.857,
0.322,11,5.58,172.2,54,3.37,8,124.5,2.15,21,3863,0.917,
0.426,29,7.07,269.4,52,4.55,15,162.6,1.62,9,3946,0.75,
0.39,22,7.63,252.8,61,4.59,22,193.5,2.46,14,2365,0.692,
0.376,21,7.04,226.5,46,4.06,25,157.2,1.46,11,1743,0.867,
0.417,15,7.37,214.9,48,5.41,31,246.3,2.17,8,4517,0.909,
0.485,29,7.27,271.9,42,5.67,38,246.5,2.42,9,5171,0.78,
0.418,15,6.3,211.2,33,5.32,25,218,2.08,7,2982,0.889,
0.384,18,6.43,216.6,58,3.84,22,151.3,1.71,10,4009,0.842,
0.406,28,7.89,333.2,51,3.57,28,119.6,0.77,9,3092,0.844,
0.492,22,7.9,207.4,28,5.25,35,238.4,2.42,12,3451,0.821,
0.395,25,10.21,287.7,35,5.45,30,216.8,2.75,5,2613,0.909,
0.405,21,7.59,186.5,17,5.7,33,264.2,2.83,8,4585,0.843,
0.377,22,7.13,242.5,40,5.07,30,210.5,2.17,18,2379,0.6,
0.347,14,7.25,174.6,39,4.77,26,215.2,2.38,10,2513,0.862,
0.426,20,6.73,208.7,34,4.8,20,203.2,3.15,15,3809,0.902,
0.392,21,7.32,285.5,43,4.48,29,196.5,1.15,15,1468,0.786,
0.354,24,6.74,227.5,47,4.05,16,139.6,0.92,14,2566,0.783,
0.24,19,7.29,174.9,47,4.56,28,149.9,2.23,10,2517,0.857,
0.372,18,6.65,223.6,33,4.11,15,144.5,2.62,14,2830,0.81,
0.414,20,8.88,276.1,29,5.43,35,225,3.17,10,3283,0.875,
0.436,19,7.26,238.9,48,4.18,23,185.8,2.38,8,3748,0.873,
0.347,13,6.23,152.1,54,3.58,17,130.4,2.07,12,1884,0.944,
0.379,18,6.94,230.7,43,5,28,218.5,1.92,11,1435,0.615,
0.383,22,7.66,258.5,44,4.14,23,189.8,2.67,10,4893,0.8,
0.389,16,7.03,250,46,4.35,21,191.8,1.62,12,4026,0.829,
0.423,28,8,248.8,27,4.94,33,222.3,3.67,3,2941,1,
0.433,28,8.55,315.8,57,5.73,37,238.6,2.5,5,2114,0.778,
0.347,24,6.93,220.8,46,4.82,15,175.8,1.08,6,3080,0.731,
0.353,20,6.65,246.4,48,3.38,13,120.2,0.62,22,4452,0.93,
0.429,17,7.16,205.3,32,4.05,20,159.3,1.75,12,4107,0.742,
0.373,16,6.68,250.2,59,4.36,28,176.3,1.85,10,2580,0.857,
0.29,16,6.04,200.8,32,3.83,22,169.5,2.77,15,4234,0.87,
0.347,12,5.73,210.5,31,4.09,21,171.5,2,15,2905,0.8,
0.408,20,7.67,264.7,22,3.91,19,146.1,3.08,7,3819,0.947,
0.388,23,7.08,254.3,42,3.91,13,128.7,2.08,18,4593,0.667,
0.414,26,7.25,209,26,5.3,23,210.3,1.83,6,3679,0.867,
0.398,22,7.31,229.5,44,4.34,21,162.5,3.31,7,3188,0.885,
0.403,20,7.16,244.6,43,4.67,14,163.5,2.46,5,3753,0.692,
0.434,25,8.53,256.6,33,4.7,20,190,3,9,2532,0.818,
0.275,18,6.5,200.2,60,3.75,22,140.5,2.29,16,2510,0.917,
0.341,16,7.1,228.2,36,3.82,20,142.4,3,12,3773,0.848,
0.306,13,5.7,182.9,54,3.65,16,133.9,1.86,19,4133,0.778,
0.399,20,7.94,271.7,59,4.08,21,134.2,2.23,12,4447,0.939,
0.403,21,7.01,257.7,46,4.23,14,168.2,1.92,14,1696,0.852,
0.38,25,7.01,279.4,63,2.98,16,97.2,1.57,14,3870,0.828,
0.397,17,7.09,200.1,65,4.73,17,153.6,1.14,15,3012,0.766,
0.279,13,6.5,202.6,49,3.29,9,98.8,1.71,22,3478,0.804,
0.369,23,6.49,238.6,36,2.95,12,92.9,1.23,14,4273,0.846,
0.286,17,6.08,200.6,51,2.43,7,75.7,1.67,19,4060,0.886,
0.34,10,6.36,182.9,44,3.44,15,131.5,0.85,18,4920,0.824,
0.459,28,7.87,268.3,54,4.44,30,198.5,2.38,11,2794,0.838,
0.387,35,8.5,337.5,56,3.64,16,126.2,3,15,2150,0.727,
0.441,18,8.2,275.2,49,3.76,25,116.5,1.08,11,1928,0.5,
0.335,26,7.06,267.8,47,4.34,21,151.5,1.92,26,4777,0.844,
0.417,13,8.25,210.4,24,4.55,26,165.2,1.25,6,4074,0.897,
0.449,13,6.31,222.5,46,4.54,24,182.7,1.46,14,1181,0.8,
0.514,26,8.6,292.5,36,5.29,29,225.5,0.92,7,2606,0.81,
0.368,30,6.87,233.5,61,3.84,17,163.1,1.15,14,2777,0.917,
0.241,9,6.16,171.5,21,2.39,6,82.8,2.33,13,4014,0.815,
0.408,19,6.7,235.4,59,4.31,28,182.4,2.57,20,2911,0.8,
0.393,18,7.09,227.3,36,4.55,23,186.1,1.33,13,3803,0.742,
0.38,12,6.45,201.8,50,3.66,22,143.8,2.62,15,4080,0.941,
0.43,21,7.89,243.9,60,4.83,24,209.8,2.08,15,3855,0.81,
0.356,17,6.47,193,47,4,17,139.2,2.15,7,4600,0.83,
0.371,24,6.88,217,53,4.91,21,191.6,2,9,3092,0.857,
0.277,19,6.44,187.7,54,3.54,18,125.3,1.2,16,3399,0.816,
0.422,24,6.52,218.2,38,5.04,19,198.7,3.15,14,3130,0.789,
0.377,23,7.77,240.9,46,3.61,17,153.8,1.38,11,4354,0.887,
0.406,17,7.23,226.4,39,4.04,21,174.5,2.42,8,5221,0.794,
0.515,22,8.11,202.8,30,6.46,44,316.5,2,4,2513,0.944,
0.415,17,7.13,221,34,4.61,25,185.1,2.25,9,2710,0.793,
0.397,23,7.61,236.7,37,4.01,17,168.4,2.17,14,3686,0.786,
0.335,17,6,182.1,34,3.53,12,128.1,3.29,14,1167,0.8,
0.392,14,5.62,191.6,41,3.83,10,145.3,2,8,2148,0.765,
0.356,22,7.38,207.2,49,3.89,13,130.9,0.62,17,3336,0.909,
0.289,11,5.91,156.5,33,3.96,11,149.5,1.15,12,3657,0.818,
0.405,19,6.44,224.5,36,4.34,18,181.1,2.54,15,4821,0.75,
0.361,12,7.23,202.9,31,4.69,24,165.1,1.33,9,2457,0.857,
0.374,20,7.69,274.7,59,3.18,16,108.9,2,21,3096,0.893,
0.404,22,7.99,214.4,45,6.34,39,273.3,2.42,6,2959,0.757,
0.314,17,5.65,184.4,29,4.27,16,166.4,1.67,13,3735,0.894,
0.421,32,7.4,313.8,54,5.22,30,195.7,1,12,2394,0.75,
0.367,17,6.24,219.6,46,3.62,11,121.4,2.14,19,1708,0.647,
0.469,28,7.93,266.8,31,4.67,21,186.6,3.5,5,4042,0.889,
0.453,27,8.77,293.7,20,5.67,39,267.2,3.33,9,2268,0.724,
0.436,25,8.23,285.5,52,4.41,25,166.7,2.69,5,2367,0.828,
0.34,22,6.69,206.2,15,3.5,15,143.9,1.08,12,4222,0.92,
0.394,14,6.93,198.1,35,4.61,24,196.1,2.5,11,4800,0.8,
0.346,29,8.19,214.8,23,4.24,27,208,2.92,5,4515,0.828,
0.423,28,7.88,237.1,31,4.53,17,183.8,1.75,5,3973,0.781,
0.4,24,6.89,256.5,49,3.53,13,119.3,1.54,13,2218,0.794,
0.353,23,6.56,212.5,48,3.28,11,120.2,3.38,17,4017,0.816,
0.357,22,6.42,224.3,39,3.81,14,122.9,1.42,10,2632,0.889,
0.343,15,5.54,191.9,50,3.99,12,168.1,1.62,15,5103,0.667,
0.349,27,8.05,258.4,26,3.75,23,162.8,2.08,9,3509,0.844,
0.47,22,7.34,254.9,29,4.37,22,192.9,2.42,13,3031,0.793,
0.371,22,8.07,260.2,56,3.52,24,146.5,1.31,12,4074,0.739,
0.393,16,6.4,204.2,49,5.26,25,200.6,1.46,15,3688,0.863,
0.351,20,7.54,235.7,27,4.15,27,168.9,2.33,10,2849,0.854,
0.276,8,5.41,158.5,52,3.64,12,122.2,1.38,10,5939,0.825,
0.349,20,7.34,233.9,43,3.62,16,116,1.5,15,4449,0.758,
0.373,23,6.84,253.5,46,4.09,18,152.2,1.31,17,2173,0.821,
0.416,13,5.92,179.5,31,4.14,23,166.4,1.46,10,4456,0.717,
0.355,16,6.64,216.5,48,4.27,16,174.6,2.46,13,5064,0.851,
0.393,10,5.74,169.3,24,3.29,11,132.8,2.5,9,2726,0.793,
0.468,16,7.45,221.9,55,4.11,17,143,1.08,12,2800,0.917,
0.352,24,6.88,203.2,46,4.32,18,147.5,3,13,4918,0.891,
0.34,25,7.46,290.5,48,3.77,18,109.8,1.08,10,2869,0.889,
0.428,30,8.36,280,31,5.58,35,242.3,3,12,4646,0.656,
0.442,16,6.07,188.6,64,5.13,28,247.4,1.14,17,2893,0.789,
0.524,24,8.45,262.7,20,5.42,38,239.9,2.25,4,1825,0.85,
0.409,25,6.57,243.6,42,4,17,174.7,2.29,22,2912,0.75,
0.325,5,5.54,192.8,33,3.54,21,126.2,2.23,12,3050,0.759,
0.351,18,6.85,197.1,43,4.6,21,175.6,2,9,4189,0.886,
0.331,17,6.44,209.5,39,4.99,21,168.2,2.15,12,4387,0.7,
0.349,14,5.83,184.5,47,3.38,10,126.8,1.46,12,4429,0.829,
0.404,19,6.03,202.8,61,3.81,15,161.7,3.15,20,4922,0.833,
0.422,21,7.57,252.2,55,4.26,26,186.9,2.46,17,3655,0.947,
0.468,22,6.95,233.9,29,4.67,30,203.3,2.42,8,1385,0.889,
0.389,23,6.31,258.8,52,3.33,9,127.1,1.46,15,1847,0.938,
0.422,35,7.18,306.5,60,4.73,24,178.8,3,13,2675,0.889,
0.455,26,8.28,256,26,5.14,28,225.5,1.58,8,3700,0.793,
0.366,14,6.05,173.5,42,3.85,19,151,3,10,2398,0.846,
0.4,18,7.25,214.7,40,4.35,18,148.5,2.23,10,1581,0.857,
0.432,24,7.43,243.4,33,5.12,28,214.9,2.5,12,1968,0.885,
0.443,36,9.99,257.2,35,5.14,21,190.3,3.17,2,5.23,17,
0.445,22,9.02,275.9,34,5.05,33,186.1,2.08,13,7.19,126,
0.464,31,9.3,241,37,5.78,40,261.2,3.42,10,4.77,79,
0.439,19,6.94,195,34,5.38,34,221,2.67,10,5.27,23,
0.47,15,7.35,212.4,31,5.13,26,217.4,2.17,12,5.89,130,
0.371,16,6.95,239.1,41,3.7,19,141.4,1.62,17,4.97,76,
0.362,25,7.7,251.5,50,3.97,17,149.3,2.71,14,5.41,13,
0.37,22,6.48,227.6,59,4.2,17,151.9,1.86,13,7.22,65,
0.363,19,6.76,228.4,54,4.32,16,139.9,1.43,8,5.78,125,
0.369,18,7.94,256.7,36,4.75,24,181.8,1.75,11,5.29,58,
0.278,17,6.35,215.8,53,4.22,27,182.6,1.38,7,5.89,105,
0.319,13,6.27,209.1,54,3.81,16,127.9,1.29,16,5.15,65,
0.276,17,6.3,210.4,55,4.19,13,151.6,1.77,12,5.46,41,
0.442,24,7.33,233.4,30,4.51,21,219.2,2.67,13,5.44,30,
0.33,10,6.06,166.3,42,5.01,19,213.7,2.85,11,5.29,119,
0.491,28,9.02,263.8,35,5.71,31,258,1.67,3,6.34,14,
0.497,25,7.89,267.8,56,6.17,49,279.9,2.08,15,5.74,71,
0.403,15,6.56,259.7,47,3.35,11,115.2,0.42,12,5.31,21,
0.36,19,7.17,199.1,32,4.1,20,192.2,1.5,6,5.58,85,
0.464,20,8.41,233.4,25,4.14,29,178.8,2.17,8,7.14,38,
0.447,27,8.27,296.9,49,5.26,37,239.7,3.15,10,4.47,4,
0.475,31,8.93,264.9,21,4.83,24,199.2,1.92,4,4.44,2,
0.396,18,5.78,203.2,51,4.4,17,198.5,1.15,12,5.28,32,
0.405,14,6.14,189.3,26,4.43,13,165.8,2.85,18,6.06,18,
0.394,22,6.84,258.2,42,3.28,11,108.6,1.77,22,5.46,67,
0.357,26,8.86,265,26,4.96,19,162.8,1,5,7.12,123,
0.415,22,8.05,275.2,31,4.2,21,168.9,3.67,14,6,35,
0.282,10,6.43,207.3,21,4.02,12,143.2,2.33,6,6.28,109,
0.369,26,8.16,254.9,29,4.5,15,156.6,1.75,4,6.68,105,
0.335,18,6.97,189.2,45,4.57,22,180.7,2.62,10,5.83,9,
0.354,17,7.55,202.5,25,4.19,16,161.3,3.33,6,5.48,72,
0.368,11,6.72,226.5,44,3.29,15,125.3,2.54,15,5.18,7,
0.445,13,6.78,223.8,52,4.92,24,192.5,3.15,13,5.26,76,
0.317,24,6.91,237.8,48,3.95,9,158.7,2.46,23,6.44,121,
0.352,28,7.11,239.6,64,4.42,17,165.6,1.14,17,4.16,1,
0.41,24,7.49,232.6,46,5.25,24,181.1,2.38,10,5.45,35,
0.312,7,5.7,173.2,46,3.13,13,95.4,1.92,12,6.61,103,
0.368,20,6.64,222.5,31,3.9,14,148.6,2,13,5.75,56,
0.378,19,6.42,226,37,3.17,5,102.4,1.14,11,4.92,15,
0.405,28,7.37,281.2,47,4.09,19,169.8,2.86,13,5.22,69,
0.378,22,7.45,259.7,35,4,17,157.4,3,14,5.64,116,
0.396,19,6.92,208.8,23,3.47,11,114.6,1.08,12,4.72,115,
0.359,18,6.85,216,35,4.72,34,205.2,2.38,16,5.06,12,
0.456,31,7.88,237.8,50,5.31,19,193,1.33,11,7.21,118,
0.36,22,7.1,230.1,40,4.45,22,168.8,1.15,22,5.37,121,
0.437,16,7.1,237.8,41,4.83,24,191.1,1.08,10,6.19,75,
0.386,24,7.53,264.2,33,3.15,17,117.7,1.85,13,5.5,108,
0.389,20,7.06,229.8,35,3.08,14,94.5,1.62,9,4.76,11,
0.43,25,6.94,291.4,52,4.98,37,202.1,2,16,4.94,43,
0.379,17,8.3,222.5,37,4.27,29,175.2,1.45,2,6.1,114,
0.381,25,6.39,269.7,42,3.28,19,121.8,2.77,14,5.81,110,
0.419,42,8.1,367.2,51,3.98,19,144.6,2.33,12,5.51,85,
0.403,24,7.15,232.5,38,3.75,15,122.9,2.15,14,5.1,18,
0.441,22,7.31,255.4,38,4.77,18,183.7,1.38,8,5.78,47,
0.274,12,5.27,157.4,20,2.97,11,103.4,2.08,12,7.33,83,
0.4,35,7.53,256.2,50,5.62,21,204.8,1.92,3,5.42,68,
0.344,14,6.38,206.8,45,4.45,19,192.9,1,11,5.4,129,
0.342,20,6.64,255.5,33,3.32,16,111.8,2.46,14,5.54,15,
0.473,27,8.82,274.8,45,5.24,34,223.9,2.92,6,4.93,31,
0.359,17,7.22,203.3,27,4.06,18,160.4,3.33,14,5.6,55,
0.466,18,7.09,238.7,42,5.52,34,222.1,1.75,8,5.16,88,
0.388,15,5.97,213.6,29,3.17,10,116.2,1.42,16,4.86,82,
0.439,22,7.3,226.8,39,4.16,21,170.1,1.64,14,5.55,92,
0.395,13,5.84,170.4,31,4.12,23,166.8,1.31,16,6.37,127,
0.519,23,7.13,193.7,62,6.26,41,303.4,2.58,3,5.98,33,
0.461,19,7.62,243.7,42,5.07,24,167.6,0.79,18,4.95,70,
0.387,15,6.31,200.1,38,3.7,18,143.3,2.62,19,5.3,61,
0.459,18,9.45,216.5,34,5.62,32,246.2,3.73,8,5.55,104,
0.423,20,7.63,217.2,45,5.04,31,239.2,2.85,7,5.35,111,
0.361,24,6.85,251.1,43,4.87,22,182.7,2.17,13,7.36,43,
0.368,18,6.5,175.9,33,4.42,19,168.3,1.69,13,6.85,58,
0.462,20,7.52,282.7,53,5.67,35,246.3,2.5,10,6.11,74,
0.415,22,7.32,243.5,36,5.4,22,209.7,2.42,9,5.69,42,
0.429,20,6.78,229,31,4.15,17,140.3,2.38,15,6.14,62,
0.456,18,7.19,216.3,38,4.78,19,214,1.64,8,5.26,39,
0.439,22,6.87,215.8,41,4.49,20,191.2,2.83,15,5.98,83,
0.326,16,6.76,189.9,35,4.34,22,183.3,3.67,11,5.33,88,
0.39,19,7.74,263.6,33,4.06,21,142.2,1.77,7,5.73,80,
0.347,19,6.48,244.3,41,3.31,19,118.2,1.36,26,4.59,98,
0.318,14,6.33,199.6,30,3.26,12,108.9,3.15,26,5.31,80,
0.36,10,5.54,164.2,25,4.32,16,152.7,1.92,10,5.51,52,
0.311,21,5.91,196.9,39,3.8,15,160.2,1.5,13,5.46,95,
0.402,19,6.68,234.3,50,4.49,24,201.9,2.85,9,5.7,57,
0.416,26,6.94,255.8,41,4.68,23,191.8,2.33,12,4.75,3,
0.353,14,6,228,22,3.4,16,121.5,1.23,17,5.07,29,
0.398,14,6.3,192.5,38,3.58,21,137.1,1.62,10,5.56,23,
0.427,23,7.17,234.3,48,5.08,24,199.9,3.58,11,6.68,90,
0.382,14,6.78,193.7,34,3.21,13,117.7,2.17,5,5.96,35,
0.313,17,6.66,227.3,26,3.17,18,88.5,0.85,18,4.73,97,
0.441,26,7.67,269.7,43,4.34,19,182.6,2.17,13,5.12,76,
0.404,20,6.19,193.5,36,4.77,18,174.7,1.62,15,5.92,26,
0.351,17,7.01,272.8,28,4.18,17,151.5,1.77,16,5.41,25,
0.37,18,6.28,212.7,33,3.53,18,133.7,1.64,12,5.63,107,
0.429,22,7.04,205.2,41,4.95,18,198.6,1.62,13,6.97,62,
0.485,19,6.57,204.7,36,4.2,21,168.4,2.23,10,6.4,54,
0.301,15,6.07,205.8,36,4.74,25,177.8,1.69,13,5.8,6,
0.446,16,7,174.5,55,6.26,40,309.9,0.83,11,6.49,87,
0.49,31,8.54,257.4,48,5.22,33,240.5,2.15,12,5.11,96,
0.384,19,6.88,207.7,31,4.34,22,161.8,2.08,12,7.21,112,
0.437,18,7.02,228.5,43,4.22,24,163.1,1,14,5.56,93,
0.387,17,6.48,214.3,37,4.24,18,169.9,2.83,15,5.43,120,
0.411,23,7.33,233,42,4.24,21,171.2,2.15,16,6.03,91,
0.427,22,7.23,261.4,29,3.85,13,132.9,1.92,12,4.66,8,
0.344,17,6.09,201.1,38,3.95,24,141.3,1.87,25,5.8,60,
0.383,23,7.04,276.2,32,3.02,15,106.4,0.69,12,5.86,102,
